Wavelength    Read Noise      Sky           Dark          A_Eff        BEF           Disp_Width    XDisp_Width
(Angstroms) (Cnt/Exposure) (Cnt/s/res)   (Cnt/s/res)      (cm^2)  (Erg/cm^2/s/res)   (N_resels)     (N_resels)
2426.5669         36.00      3.39e-08      1.39e-06    170900.1      6.82e-23         1.26         1.00
2426.6365         36.00      3.39e-08      1.39e-06    170916.8      6.82e-23         1.26         1.00
2426.7061         36.00      3.39e-08      1.39e-06    170933.5      6.82e-23         1.26         1.00
2426.7754         36.00      3.39e-08      1.39e-06    170950.1      6.82e-23         1.26         1.00
2426.8450         36.00      3.39e-08      1.39e-06    170966.8      6.82e-23         1.26         1.00
2426.9146         36.00      3.39e-08      1.39e-06    170983.5      6.82e-23         1.26         1.00
2426.9839         36.00      3.39e-08      1.39e-06    171000.1      6.81e-23         1.26         1.00
2427.0535         36.00      3.39e-08      1.39e-06    171016.8      6.81e-23         1.26         1.00
2427.1230         36.00      3.39e-08      1.39e-06    171033.5      6.81e-23         1.26         1.00
2427.1926         36.00      3.39e-08      1.39e-06    171050.2      6.81e-23         1.26         1.00
2427.2620         36.00      3.39e-08      1.39e-06    171066.9      6.81e-23         1.26         1.00
2427.3315         36.00      3.39e-08      1.39e-06    171083.6      6.81e-23         1.26         1.00
2427.4011         36.00      3.39e-08      1.39e-06    171100.3      6.81e-23         1.26         1.00
2427.4707         36.00      3.39e-08      1.39e-06    171117.0      6.81e-23         1.26         1.00
2427.5400         36.00      3.38e-08      1.39e-06    171133.6      6.81e-23         1.26         1.00
2427.6096         36.00      3.38e-08      1.39e-06    171150.3      6.81e-23         1.26         1.00
2427.6792         36.00      3.38e-08      1.39e-06    171167.0      6.81e-23         1.26         1.00
2427.7488         36.00      3.38e-08      1.39e-06    171183.7      6.80e-23         1.26         1.00
2427.8181         36.00      3.38e-08      1.39e-06    171200.3      6.80e-23         1.26         1.00
2427.8877         36.00      3.38e-08      1.39e-06    171217.0      6.80e-23         1.26         1.00
2427.9573         36.00      3.38e-08      1.39e-06    171233.8      6.80e-23         1.26         1.00
2428.0269         36.00      3.37e-08      1.39e-06    171250.4      6.80e-23         1.26         1.00
2428.0962         36.00      3.37e-08      1.39e-06    171267.1      6.80e-23         1.26         1.00
2428.1658         36.00      3.37e-08      1.39e-06    171283.8      6.80e-23         1.26         1.00
2428.2354         36.00      3.37e-08      1.39e-06    171300.5      6.80e-23         1.26         1.00
2428.3049         36.00      3.37e-08      1.39e-06    171317.2      6.80e-23         1.26         1.00
2428.3743         36.00      3.37e-08      1.39e-06    171333.8      6.80e-23         1.26         1.00
2428.4438         36.00      3.36e-08      1.39e-06    171350.5      6.80e-23         1.26         1.00
2428.5134         36.00      3.36e-08      1.39e-06    171367.2      6.79e-23         1.26         1.00
2428.5830         36.00      3.36e-08      1.39e-06    171383.9      6.79e-23         1.26         1.00
2428.6523         36.00      3.36e-08      1.39e-06    171400.6      6.79e-23         1.26         1.00
2428.7219         36.00      3.36e-08      1.39e-06    171417.3      6.79e-23         1.26         1.00
2428.7915         36.00      3.36e-08      1.39e-06    171434.0      6.79e-23         1.26         1.00
2428.8611         36.00      3.36e-08      1.39e-06    171450.7      6.79e-23         1.26         1.00
2428.9304         36.00      3.35e-08      1.39e-06    171467.3      6.79e-23         1.26         1.00
2429.0000         36.00      3.35e-08      1.39e-06    171484.0      6.79e-23         1.26         1.00
2429.0696         36.00      3.35e-08      1.39e-06    171500.8      6.79e-23         1.26         1.00
2429.1392         36.00      3.35e-08      1.39e-06    171517.5      6.79e-23         1.26         1.00
2429.2085         36.00      3.35e-08      1.39e-06    171534.2      6.79e-23         1.26         1.00
2429.2781         36.00      3.35e-08      1.39e-06    171551.0      6.78e-23         1.26         1.00
2429.3477         36.00      3.34e-08      1.39e-06    171567.8      6.78e-23         1.26         1.00
2429.4172         36.00      3.34e-08      1.39e-06    171584.5      6.78e-23         1.26         1.00
2429.4866         36.00      3.34e-08      1.39e-06    171601.3      6.78e-23         1.26         1.00
2429.5562         36.00      3.34e-08      1.39e-06    171618.0      6.78e-23         1.26         1.00
2429.6257         36.00      3.34e-08      1.39e-06    171634.8      6.78e-23         1.26         1.00
2429.6953         36.00      3.34e-08      1.39e-06    171651.6      6.78e-23         1.26         1.00
2429.7646         36.00      3.33e-08      1.39e-06    171668.3      6.78e-23         1.26         1.00
2429.8342         36.00      3.33e-08      1.39e-06    171685.0      6.78e-23         1.26         1.00
2429.9038         36.00      3.33e-08      1.39e-06    171701.8      6.78e-23         1.26         1.00
2429.9734         36.00      3.33e-08      1.39e-06    171718.6      6.77e-23         1.26         1.00
2430.0427         36.00      3.33e-08      1.39e-06    171732.9      6.77e-23         1.26         1.00
2430.1123         36.00      3.33e-08      1.39e-06    171745.7      6.77e-23         1.26         1.00
2430.1819         36.00      3.32e-08      1.39e-06    171758.5      6.77e-23         1.26         1.00
2430.2515         36.00      3.32e-08      1.39e-06    171771.3      6.77e-23         1.26         1.00
2430.3208         36.00      3.32e-08      1.39e-06    171784.0      6.77e-23         1.26         1.00
2430.3904         36.00      3.32e-08      1.39e-06    171796.8      6.77e-23         1.26         1.00
2430.4600         36.00      3.32e-08      1.39e-06    171809.6      6.77e-23         1.26         1.00
2430.5295         36.00      3.32e-08      1.39e-06    171822.4      6.77e-23         1.26         1.00
2430.5989         36.00      3.31e-08      1.39e-06    171835.2      6.77e-23         1.26         1.00
2430.6685         36.00      3.31e-08      1.39e-06    171848.0      6.77e-23         1.26         1.00
2430.7380         36.00      3.31e-08      1.39e-06    171860.8      6.77e-23         1.26         1.00
2430.8076         36.00      3.31e-08      1.39e-06    171873.6      6.77e-23         1.26         1.00
2430.8770         36.00      3.31e-08      1.39e-06    171886.4      6.76e-23         1.26         1.00
2430.9465         36.00      3.31e-08      1.39e-06    171899.2      6.76e-23         1.26         1.00
2431.0161         36.00      3.31e-08      1.39e-06    171912.0      6.76e-23         1.26         1.00
2431.0857         36.00      3.31e-08      1.39e-06    171924.9      6.76e-23         1.26         1.00
2431.1550         36.00      3.30e-08      1.39e-06    171937.7      6.76e-23         1.26         1.00
2431.2246         36.00      3.30e-08      1.39e-06    171950.5      6.76e-23         1.26         1.00
2431.2942         36.00      3.30e-08      1.39e-06    171963.4      6.76e-23         1.26         1.00
2431.3638         36.00      3.30e-08      1.39e-06    171976.3      6.76e-23         1.26         1.00
2431.4331         36.00      3.30e-08      1.39e-06    171989.1      6.76e-23         1.26         1.00
2431.5027         36.00      3.30e-08      1.39e-06    172002.0      6.76e-23         1.26         1.00
2431.5723         36.00      3.30e-08      1.39e-06    172014.9      6.76e-23         1.26         1.00
2431.6418         36.00      3.30e-08      1.39e-06    172027.7      6.76e-23         1.26         1.00
2431.7112         36.00      3.29e-08      1.39e-06    172040.6      6.76e-23         1.25         1.00
2431.7808         36.00      3.29e-08      1.39e-06    172053.4      6.76e-23         1.25         1.00
2431.8503         36.00      3.29e-08      1.39e-06    172066.3      6.75e-23         1.25         1.00
2431.9199         36.00      3.29e-08      1.39e-06    172079.2      6.75e-23         1.25         1.00
2431.9893         36.00      3.29e-08      1.39e-06    172092.0      6.75e-23         1.25         1.00
2432.0588         36.00      3.29e-08      1.39e-06    172104.8      6.75e-23         1.25         1.00
2432.1284         36.00      3.29e-08      1.39e-06    172117.6      6.75e-23         1.25         1.00
2432.1980         36.00      3.29e-08      1.39e-06    172130.4      6.75e-23         1.25         1.00
2432.2673         36.00      3.29e-08      1.39e-06    172143.2      6.75e-23         1.25         1.00
2432.3369         36.00      3.28e-08      1.39e-06    172156.0      6.75e-23         1.25         1.00
2432.4065         36.00      3.28e-08      1.39e-06    172168.8      6.75e-23         1.25         1.00
2432.4761         36.00      3.28e-08      1.39e-06    172181.6      6.75e-23         1.25         1.00
2432.5454         36.00      3.28e-08      1.39e-06    172194.4      6.75e-23         1.25         1.00
2432.6150         36.00      3.28e-08      1.39e-06    172207.2      6.75e-23         1.25         1.00
2432.6846         36.00      3.28e-08      1.39e-06    172220.0      6.75e-23         1.25         1.00
2432.7542         36.00      3.28e-08      1.39e-06    172232.8      6.74e-23         1.25         1.00
2432.8235         36.00      3.28e-08      1.39e-06    172245.5      6.74e-23         1.25         1.00
2432.8931         36.00      3.28e-08      1.39e-06    172258.3      6.74e-23         1.25         1.00
2432.9626         36.00      3.28e-08      1.39e-06    172271.1      6.74e-23         1.25         1.00
2433.0322         36.00      3.28e-08      1.39e-06    172284.0      6.74e-23         1.25         1.00
2433.1016         36.00      3.28e-08      1.39e-06    172296.8      6.74e-23         1.25         1.00
2433.1711         36.00      3.28e-08      1.39e-06    172309.7      6.74e-23         1.25         1.00
2433.2407         36.00      3.28e-08      1.39e-06    172322.5      6.74e-23         1.25         1.00
2433.3103         36.00      3.27e-08      1.39e-06    172335.4      6.74e-23         1.25         1.00
2433.3796         36.00      3.27e-08      1.39e-06    172348.2      6.74e-23         1.25         1.00
2433.4492         36.00      3.27e-08      1.39e-06    172361.1      6.74e-23         1.25         1.00
2433.5188         36.00      3.27e-08      1.39e-06    172374.0      6.74e-23         1.25         1.00
2433.5884         36.00      3.27e-08      1.39e-06    172386.8      6.74e-23         1.25         1.00
2433.6577         36.00      3.27e-08      1.39e-06    172399.7      6.74e-23         1.25         1.00
2433.7273         36.00      3.27e-08      1.39e-06    172412.5      6.73e-23         1.25         1.00
2433.7969         36.00      3.27e-08      1.39e-06    172425.4      6.73e-23         1.25         1.00
2433.8662         36.00      3.27e-08      1.39e-06    172438.2      6.73e-23         1.25         1.00
2433.9358         36.00      3.27e-08      1.39e-06    172451.1      6.73e-23         1.25         1.00
2434.0054         36.00      3.27e-08      1.39e-06    172464.0      6.73e-23         1.25         1.00
2434.0750         36.00      3.27e-08      1.39e-06    172476.9      6.73e-23         1.25         1.00
2434.1445         36.00      3.27e-08      1.39e-06    172489.7      6.73e-23         1.25         1.00
2434.2139         36.00      3.27e-08      1.39e-06    172502.6      6.73e-23         1.25         1.00
2434.2834         36.00      3.26e-08      1.39e-06    172515.4      6.73e-23         1.25         1.00
2434.3530         36.00      3.26e-08      1.39e-06    172528.3      6.73e-23         1.25         1.00
2434.4224         36.00      3.26e-08      1.39e-06    172541.1      6.73e-23         1.25         1.00
